CITY_NAME,STATE_PROVINCE,COUNTRY_CODE,POLYGON_WKT
Khaskovo,Haskovo,BG,"POLYGON ((25.206047109000053 42.23143037800003, 26.13389999900005 42.11639902600007, 26.146931351000035 42.10281610000004, 25.974814666000043 41.468917788000056, 25.93597099400006 41.45788275800004, 25.157485484000063 41.598680701000035, 25.062595357000077 41.679101452000054, 25.206047109000053 42.23143037800003))"
Edirne,Edirne,TR,"POLYGON ((26.836055524000074 42.26673193000005, 26.92799496400005 41.43551538000003, 26.764978189000033 40.95024945800003, 26.716829542000028 40.88364941400005, 26.658959735000053 40.88985990900005, 25.974814666000043 41.468917788000056, 26.146931351000035 42.10281610000004, 26.836055524000074 42.26673193000005))"
Dobrich,Dobrich,BG,"POLYGON ((27.96797394400005 44.21427389000007, 28.540099705000046 43.50100159600004, 27.417393840000045 43.332953014000054, 27.302895982000052 43.66391032800004, 27.96797394400005 44.21427389000007))"
Ruse,Ruse,BG,"POLYGON ((26.049142103000065 44.140801708000026, 26.45789634600004 44.05152621000008, 26.067840297000032 43.365029254000035, 25.693821651000064 43.51991543500003, 26.049142103000065 44.140801708000026))"
Călărași,Calarasi,RO,"POLYGON ((26.743034109000064 44.48233133200006, 27.968196952000028 44.29343516500006, 27.96797394400005 44.21427389000007, 27.302895982000052 43.66391032800004, 26.99575650500003 43.79400130700003, 26.683494894000034 44.160904928000036, 26.743034109000064 44.48233133200006))"
Kırklareli,Kirklareli,TR,"POLYGON ((26.85777876000003 42.28751833500007, 28.10202726700004 41.88656713800003, 26.92799496400005 41.43551538000003, 26.836055524000074 42.26673193000005, 26.85777876000003 42.28751833500007))"
Târgoviște,Dâmbovita,RO,"POLYGON ((25.099321630000077 45.38334028700007, 25.74301808900003 45.24893055500007, 25.75223922600003 44.65109292900007, 25.552430420000064 44.39730903800006, 25.538927881000063 44.392205440000055, 25.23097440400005 44.44340263700008, 25.099321630000077 45.38334028700007))"
Razgrad,Razgrad,BG,"POLYGON ((26.683494894000034 44.160904928000036, 26.99575650500003 43.79400130700003, 26.520349766000038 43.085632059000034, 26.166561177000062 43.17090379800004, 26.067840297000032 43.365029254000035, 26.45789634600004 44.05152621000008, 26.683494894000034 44.160904928000036))"
Bucharest,Bucharest,RO,"POLYGON ((26.50522149300008 44.74414070000006, 26.739531655000064 44.51519705900006, 26.743034109000064 44.48233133200006, 26.683494894000034 44.160904928000036, 26.45789634600004 44.05152621000008, 26.049142103000065 44.140801708000026, 25.552430420000064 44.39730903800006, 25.75223922600003 44.65109292900007, 26.50522149300008 44.74414070000006))"
Beni Suef,Bani Suwayf,EG,"POLYGON ((31.273248588000058 29.53085483600006, 31.57441552000006 29.498459594000053, 31.879904749000048 29.44806710000006, 32.36160405500004 28.687476495000055, 32.19705709200008 28.193485228000043, 30.698336663000077 28.904842503000054, 31.273248588000058 29.53085483600006))"
Siwa,Matruh,EG,"POLYGON ((26.090284112000063 30.50074227300007, 27.379428291000067 29.473621535000063, 27.60118727500003 29.120911920000026, 25.188944605000074 26.35013647100004, 23.66926052100007 27.02690410400004, 25.533551986000077 30.414504007000062, 26.090284112000063 30.50074227300007))"
Matruh,Matruh,EG,"POLYGON ((28.35693307400004 33.77286752600003, 28.50327653000005 33.744336546000056, 27.379428291000067 29.473621535000063, 26.090284112000063 30.50074227300007, 26.370161993000067 33.188985847000026, 28.35693307400004 33.77286752600003))"
El Alamein,Matruh,EG,"POLYGON ((29.104687651000063 31.91023819000003, 29.838809393000076 29.99313084700003, 29.066936702000078 29.025107262000063, 28.814626187000044 28.848650510000027, 27.919061486000032 29.083508621000078, 29.104687651000063 31.91023819000003))"
Damanhûr,Al Buhayrah,EG,"POLYGON ((30.67492066400007 31.303205328000047, 30.725469571000076 30.900984874000073, 30.687472548000073 30.82353332400004, 29.914764595000065 30.098796762000063, 30.23659582500005 31.217673139000055, 30.67492066400007 31.303205328000047))"
Tanta,Al Gharbiyah,EG,"POLYGON ((31.145577769000056 30.985398538000027, 31.292131897000047 30.771196202000056, 31.27702055900005 30.733498073000078, 31.083510352000076 30.623926897000047, 30.687472548000073 30.82353332400004, 30.725469571000076 30.900984874000073, 31.145577769000056 30.985398538000027))"
El Daba,Matruh,EG,"POLYGON ((28.864127379000024 33.75840290300005, 28.94051756600004 33.40802867900004, 29.104687651000063 31.91023819000003, 27.919061486000032 29.083508621000078, 27.60118727500003 29.120911920000026, 27.379428291000067 29.473621535000063, 28.50327653000005 33.744336546000056, 28.864127379000024 33.75840290300005))"
Alexandria,Al Iskandariyah,EG,"POLYGON ((28.94051756600004 33.40802867900004, 30.23659582500005 31.217673139000055, 29.914764595000065 30.098796762000063, 29.850728392000065 29.998743353000066, 29.838809393000076 29.99313084700003, 29.104687651000063 31.91023819000003, 28.94051756600004 33.40802867900004))"
El Faiyum,Al Fayyum,EG,"POLYGON ((29.850728392000065 29.998743353000066, 30.387983160000033 29.97358558600007, 31.273248588000058 29.53085483600006, 30.698336663000077 28.904842503000054, 29.724560970000027 28.940451223000025, 29.066936702000078 29.025107262000063, 29.838809393000076 29.99313084700003, 29.850728392000065 29.998743353000066))"
Qasr Farafra,Al Wadi at Jadid,EG,"POLYGON ((27.60118727500003 29.120911920000026, 27.919061486000032 29.083508621000078, 28.814626187000044 28.848650510000027, 29.23602598100007 27.911243221000063, 29.367639852000025 27.553089385000078, 29.47496786800008 27.088121175000026, 26.117298144000074 24.83592112100007, 25.188944605000074 26.35013647100004, 27.60118727500003 29.120911920000026))"
Benha,Al Qalyubiyah,EG,"POLYGON ((31.27702055900005 30.733498073000078, 31.431325680000043 30.292639837000024, 31.082085753000058 30.236795116000053, 30.911156149000078 30.234291889000076, 31.083510352000076 30.623926897000047, 31.27702055900005 30.733498073000078))"
Shibin el Kom,Al Minufiyah,EG,"POLYGON ((30.687472548000073 30.82353332400004, 31.083510352000076 30.623926897000047, 30.911156149000078 30.234291889000076, 30.387983160000033 29.97358558600007, 29.850728392000065 29.998743353000066, 29.914764595000065 30.098796762000063, 30.687472548000073 30.82353332400004))"
El Giza,Al Jizah,EG,"POLYGON ((31.082085753000058 30.236795116000053, 31.57441552000006 29.498459594000053, 31.273248588000058 29.53085483600006, 30.387983160000033 29.97358558600007, 30.911156149000078 30.234291889000076, 31.082085753000058 30.236795116000053))"
Cairo,Al Qahirah,EG,"POLYGON ((31.431325680000043 30.292639837000024, 31.893273656000076 30.061661076000064, 31.90065987400004 30.047855623000032, 31.879904749000048 29.44806710000006, 31.57441552000006 29.498459594000053, 31.082085753000058 30.236795116000053, 31.431325680000043 30.292639837000024))"
El Mansura,Ad Daqahliyah,EG,"POLYGON ((31.235695304000046 31.668704151000043, 31.852541140000028 30.935106520000033, 31.292131897000047 30.771196202000056, 31.145577769000056 30.985398538000027, 31.235695304000046 31.668704151000043))"
Zagazig,Ash Sharqiyah,EG,"POLYGON ((31.852541140000028 30.935106520000033, 31.88514947500005 30.92328924900005, 31.893273656000076 30.061661076000064, 31.431325680000043 30.292639837000024, 31.27702055900005 30.733498073000078, 31.292131897000047 30.771196202000056, 31.852541140000028 30.935106520000033))"
Ismaïlia,Al Isma`iliyah,EG,"POLYGON ((31.918816821000064 30.94113477600007, 33.018398398000045 30.89183455700004, 33.10435645200005 30.64409852600005, 31.90065987400004 30.047855623000032, 31.893273656000076 30.061661076000064, 31.88514947500005 30.92328924900005, 31.918816821000064 30.94113477600007))"
Kafr el Sheikh,Kafr ash Shaykh,EG,"POLYGON ((31.12054545700005 31.995606639000073, 31.235695304000046 31.668704151000043, 31.145577769000056 30.985398538000027, 30.725469571000076 30.900984874000073, 30.67492066400007 31.303205328000047, 31.12054545700005 31.995606639000073))"
El Arish,Shamal Sina'',EG,"POLYGON ((33.18210924500005 32.72217755600008, 33.35872160300005 32.54291350400007, 34.34033457500004 30.981373173000065, 34.421699285000045 30.312008563000063, 33.82721936300004 29.836862972000063, 33.10435645200005 30.64409852600005, 33.018398398000045 30.89183455700004, 33.18210924500005 32.72217755600008))"
Dumyat,Dumyat,EG,"POLYGON ((31.155980933000023 33.26249361300006, 32.50429602200006 33.01896749200006, 32.613997296000036 32.97807627800006, 31.918816821000064 30.94113477600007, 31.88514947500005 30.92328924900005, 31.852541140000028 30.935106520000033, 31.235695304000046 31.668704151000043, 31.12054545700005 31.995606639000073, 31.155980933000023 33.26249361300006))"
Al Aqabah,Aqaba,JO,"POLYGON ((34.85375861500006 30.37411729400003, 34.90951324300005 30.35182501500003, 36.034859167000036 29.23781351100007, 35.09880690700004 28.028179176000037, 33.770563580000044 29.53724487200003, 33.82721936300004 29.836862972000063, 34.421699285000045 30.312008563000063, 34.85375861500006 30.37411729400003))"
Suez,As Suways,EG,"POLYGON ((33.10435645200005 30.64409852600005, 33.82721936300004 29.836862972000063, 33.770563580000044 29.53724487200003, 32.36160405500004 28.687476495000055, 31.879904749000048 29.44806710000006, 31.90065987400004 30.047855623000032, 33.10435645200005 30.64409852600005))"
Gaza,,PS,"POLYGON ((33.35872160300005 32.54291350400007, 34.54961084300004 31.839211313000078, 34.76924713000005 31.599705613000026, 34.76970198300006 31.571773171000075, 34.34033457500004 30.981373173000065, 33.35872160300005 32.54291350400007))"
Al Khalil,,PS,"POLYGON ((34.99064143600003 31.73442963900004, 35.48285984600005 31.504577975000075, 35.26166929500005 31.125541166000062, 35.259586385000034 31.124055593000037, 34.76970198300006 31.571773171000075, 34.76924713000005 31.599705613000026, 34.99064143600003 31.73442963900004))"
Nablus,,PS,"POLYGON ((35.03479865000003 32.48318222000006, 35.52131070900003 32.441758091000054, 35.57403652600004 32.34616818500007, 35.451637626000036 32.02871176000008, 35.043774230000054 32.09045048000007, 35.02158168500006 32.11868246500006, 34.92924244500006 32.434821267000075, 35.03479865000003 32.48318222000006))"
Bur Said,Bur Sa`id,EG,"POLYGON ((32.613997296000036 32.97807627800006, 33.134987902000034 32.86469081200005, 33.18210924500005 32.72217755600008, 33.018398398000045 30.89183455700004, 31.918816821000064 30.94113477600007, 32.613997296000036 32.97807627800006))"
Tel Aviv-Yafo,Tel Aviv,IL,"POLYGON ((33.21795973800005 32.92021022000006, 34.92924244500006 32.434821267000075, 35.02158168500006 32.11868246500006, 34.54961084300004 31.839211313000078, 33.35872160300005 32.54291350400007, 33.18210924500005 32.72217755600008, 33.134987902000034 32.86469081200005, 33.21795973800005 32.92021022000006))"
Saida,South Lebanon,LB,"POLYGON ((34.460922535000066 34.16374904600008, 35.35955102200006 33.753853606000064, 35.645447998000066 33.57983590600003, 34.994726437000054 33.28578210500007, 34.11615474300004 33.74571703100003, 34.398482854000065 34.107034526000064, 34.460922535000066 34.16374904600008))"
Larnaka,Larnaca,CY,"POLYGON ((33.66337975600004 35.216683689000035, 34.398482854000065 34.107034526000064, 34.11615474300004 33.74571703100003, 33.82943830000005 33.56191648400005, 33.31623746200006 34.84216563100006, 33.66337975600004 35.216683689000035))"
Lemosos,Limassol,CY,"POLYGON ((32.78935771100004 35.18210695100004, 32.869861800000024 35.14502399300005, 33.31623746200006 34.84216563100006, 33.82943830000005 33.56191648400005, 33.21795973800005 32.92021022000006, 33.134987902000034 32.86469081200005, 32.613997296000036 32.97807627800006, 32.50429602200006 33.01896749200006, 32.78935771100004 35.18210695100004))"
Samalut,Al Minya,EG,"POLYGON ((29.066936702000078 29.025107262000063, 29.724560970000027 28.940451223000025, 31.031459020000057 28.25251658800005, 29.23602598100007 27.911243221000063, 28.814626187000044 28.848650510000027, 29.066936702000078 29.025107262000063))"
Tabuk,Tabuk,SA,"POLYGON ((37.23559295700005 29.781655286000046, 38.00341498600005 29.579036246000044, 39.009961162000025 27.25057723100008, 39.001874513000075 27.202211813000076, 35.38344207800003 27.355962056000067, 35.09880732200003 28.028170731000046, 35.09880690700004 28.028179176000037, 36.034859167000036 29.23781351100007, 37.23559295700005 29.781655286000046))"
At Tafilah,Tafilah,JO,"POLYGON ((35.26166929500005 31.125541166000062, 36.56652860300005 30.737060367000026, 36.57573064700006 30.705158668000024, 34.90951324300005 30.35182501500003, 34.85375861500006 30.37411729400003, 35.259586385000034 31.124055593000037, 35.26166929500005 31.125541166000062))"
Beer Sheva,HaDarom,IL,"POLYGON ((34.76970198300006 31.571773171000075, 35.259586385000034 31.124055593000037, 34.85375861500006 30.37411729400003, 34.421699285000045 30.312008563000063, 34.34033457500004 30.981373173000065, 34.76970198300006 31.571773171000075))"
Jerusalem,Jerusalem,IL,"POLYGON ((35.50055356400003 31.841660123000054, 35.614182044000074 31.61483097300004, 35.48285984600005 31.504577975000075, 34.99064143600003 31.73442963900004, 35.03363102700007 31.840098339000065, 35.50055356400003 31.841660123000054))"
Nazareth,HaZafon,IL,"POLYGON ((35.25178534500003 33.071155488000045, 35.47530950000004 33.020321172000024, 35.62865760900007 32.828278976000036, 35.52131070900003 32.441758091000054, 35.03479865000003 32.48318222000006, 35.25178534500003 33.071155488000045))"
Al Mafraq,Mafraq,JO,"POLYGON ((36.358273653000026 32.52515613400004, 36.976071416000025 32.03151219600005, 36.77377039100003 31.797268098000075, 35.96314423700005 32.30381371100003, 36.03188503200005 32.40261104800004, 36.358273653000026 32.52515613400004))"
Amman,Amman,JO,"POLYGON ((35.90440804800005 32.16598776400008, 36.476401965000036 31.371134279000046, 35.665354630000024 31.613484122000045, 35.90440804800005 32.16598776400008))"
Az Zarqa,Zarqa,JO,"POLYGON ((35.96314423700005 32.30381371100003, 36.77377039100003 31.797268098000075, 36.51020488700004 31.356034647000058, 36.476401965000036 31.371134279000046, 35.90440804800005 32.16598776400008, 35.89591429400008 32.26879638200006, 35.96314423700005 32.30381371100003))"
Ramla,HaMerkaz,IL,"POLYGON ((35.02158168500006 32.11868246500006, 35.043774230000054 32.09045048000007, 35.03363102700007 31.840098339000065, 34.99064143600003 31.73442963900004, 34.76924713000005 31.599705613000026, 34.54961084300004 31.839211313000078, 35.02158168500006 32.11868246500006))"
As Salt,Balqa,JO,"POLYGON ((35.57403652600004 32.34616818500007, 35.89591429400008 32.26879638200006, 35.90440804800005 32.16598776400008, 35.665354630000024 31.613484122000045, 35.614182044000074 31.61483097300004, 35.50055356400003 31.841660123000054, 35.451637626000036 32.02871176000008, 35.57403652600004 32.34616818500007))"
Al Karak,Karak,JO,"POLYGON ((35.614182044000074 31.61483097300004, 35.665354630000024 31.613484122000045, 36.476401965000036 31.371134279000046, 36.51020488700004 31.356034647000058, 36.56652860300005 30.737060367000026, 35.26166929500005 31.125541166000062, 35.48285984600005 31.504577975000075, 35.614182044000074 31.61483097300004))"
Ramallah,,PS,"POLYGON ((35.043774230000054 32.09045048000007, 35.451637626000036 32.02871176000008, 35.50055356400003 31.841660123000054, 35.03363102700007 31.840098339000065, 35.043774230000054 32.09045048000007))"
An Nabk,Al Jawf,SA,"POLYGON ((38.32647231000004 32.788839637000024, 38.48806274200007 32.74112052100003, 39.164031075000025 31.571205500000076, 39.035487584000066 31.301257657000065, 38.00341498600005 29.579036246000044, 37.23559295700005 29.781655286000046, 36.57573064700006 30.705158668000024, 36.56652860300005 30.737060367000026, 36.51020488700004 31.356034647000058, 36.77377039100003 31.797268098000075, 36.976071416000025 32.03151219600005, 38.32647231000004 32.788839637000024))"
Al Qunaytirah,Golan,SY,"POLYGON ((35.80247008300006 33.49471838000005, 35.930022945000076 33.48053370900004, 36.270400162000044 33.04738614000007, 35.902970957000036 32.84086193100006, 35.62865760900007 32.828278976000036, 35.47530950000004 33.020321172000024, 35.80247008300006 33.49471838000005))"
Haifa,Haifa,IL,"POLYGON ((34.11615474300004 33.74571703100003, 34.994726437000054 33.28578210500007, 35.25178534500003 33.071155488000045, 35.03479865000003 32.48318222000006, 34.92924244500006 32.434821267000075, 33.21795973800005 32.92021022000006, 33.82943830000005 33.56191648400005, 34.11615474300004 33.74571703100003))"
Irbid,Irbid,JO,"POLYGON ((35.902970957000036 32.84086193100006, 36.03188503200005 32.40261104800004, 35.96314423700005 32.30381371100003, 35.89591429400008 32.26879638200006, 35.57403652600004 32.34616818500007, 35.52131070900003 32.441758091000054, 35.62865760900007 32.828278976000036, 35.902970957000036 32.84086193100006))"
Douma,Damascus,SY,"POLYGON ((36.305119072000025 34.00117862700006, 37.23792663300003 33.284275586000035, 36.655924785000025 33.17445299000008, 36.172516107000035 33.75472333500005, 36.305119072000025 34.00117862700006))"
Dar''a,Dar`a,SY,"POLYGON ((36.270400162000044 33.04738614000007, 36.273043630000075 33.046797070000025, 36.358273653000026 32.52515613400004, 36.03188503200005 32.40261104800004, 35.902970957000036 32.84086193100006, 36.270400162000044 33.04738614000007))"
As Suwayda,As Suwayda'',SY,"POLYGON ((37.23792663300003 33.284275586000035, 37.88022137200005 33.20294884000003, 38.32647231000004 32.788839637000024, 36.976071416000025 32.03151219600005, 36.358273653000026 32.52515613400004, 36.273043630000075 33.046797070000025, 36.655924785000025 33.17445299000008, 37.23792663300003 33.284275586000035))"
Ad Nabk,Damascus,SY,"POLYGON ((37.47264594100005 34.38739151300007, 37.88022137200005 33.20294884000003, 37.23792663300003 33.284275586000035, 36.305119072000025 34.00117862700006, 36.273504901000024 34.15822177900003, 36.370896204000076 34.366867471000035, 37.47264594100005 34.38739151300007))"
Beirut,Beirut,LB,"POLYGON ((34.87633228200008 34.68081837100004, 35.72156668000002 34.125139518000026, 35.712936538000065 33.96940931300003, 35.35955102200006 33.753853606000064, 34.460922535000066 34.16374904600008, 34.87633228200008 34.68081837100004))"
B''abda,Mount Lebanon,LB,"POLYGON ((35.712936538000065 33.96940931300003, 35.731317415000035 33.563941502000034, 35.645447998000066 33.57983590600003, 35.35955102200006 33.753853606000064, 35.712936538000065 33.96940931300003))"
Nabatiye et Tahta,An Nabatiyah,LB,"POLYGON ((35.645447998000066 33.57983590600003, 35.731317415000035 33.563941502000034, 35.80247008300006 33.49471838000005, 35.47530950000004 33.020321172000024, 35.25178534500003 33.071155488000045, 34.994726437000054 33.28578210500007, 35.645447998000066 33.57983590600003))"
Damascus,Damascus,SY,"POLYGON ((36.172516107000035 33.75472333500005, 36.655924785000025 33.17445299000008, 36.273043630000075 33.046797070000025, 36.270400162000044 33.04738614000007, 35.930022945000076 33.48053370900004, 36.172516107000035 33.75472333500005))"
Ṭarābulus,North Lebanon,LB,"POLYGON ((34.87896785500004 34.687995830000034, 36.27193296200005 34.63826566400007, 36.370896204000076 34.366867471000035, 36.273504901000024 34.15822177900003, 35.72156668000002 34.125139518000026, 34.87633228200008 34.68081837100004, 34.87896785500004 34.687995830000034))"
Sivas,Sivas,TR,"POLYGON ((37.317794579000065 40.46251080700006, 37.973549502000026 40.02624990400005, 38.26405757800006 39.689107550000074, 38.264299280000046 39.60699616100004, 37.242672421000066 38.66705721400007, 36.62019589300007 38.69328308400003, 36.121710620000044 39.455459381000026, 37.317794579000065 40.46251080700006))"
Hims,Homs (Hims),SY,"POLYGON ((36.329699953000045 34.949531371000035, 37.53392747300006 34.92096149900004, 37.47264594100005 34.38739151300007, 36.370896204000076 34.366867471000035, 36.27193296200005 34.63826566400007, 36.329699953000045 34.949531371000035))"
Zahlé,Mount Lebanon,LB,"POLYGON ((36.273504901000024 34.15822177900003, 36.305119072000025 34.00117862700006, 36.172516107000035 33.75472333500005, 35.930022945000076 33.48053370900004, 35.80247008300006 33.49471838000005, 35.731317415000035 33.563941502000034, 35.712936538000065 33.96940931300003, 35.72156668000002 34.125139518000026, 36.273504901000024 34.15822177900003))"
Novorossiysk,Krasnodar,RU,"POLYGON ((37.52209944900005 45.83833409400006, 37.931815605000054 45.73564427100007, 38.260656261000065 45.30402073100004, 37.05689175800006 43.020334982000065, 36.475515879000056 43.36290153400006, 36.34960799300006 43.48462142900007, 37.52209944900005 45.83833409400006))"
Burdur,Burdur,TR,"POLYGON ((30.008337392000044 38.33886322700005, 30.293814586000053 38.26521721100005, 30.500780880000036 37.30792012300003, 29.642920857000036 36.87556416800004, 29.695759544000055 38.05884062100006, 30.008337392000044 38.33886322700005))"
Muğla,Mugla,TR,"POLYGON ((28.46593622100005 37.824315478000074, 29.391015211000024 36.62855532300006, 27.871150691000025 36.90577861200006, 27.765880133000053 37.25655120500005, 28.46593622100005 37.824315478000074))"
Denizli,Denizli,TR,"POLYGON ((28.50977893700008 38.501941672000044, 29.695759544000055 38.05884062100006, 29.642920857000036 36.87556416800004, 29.47813125700003 36.57235207800005, 29.391015211000024 36.62855532300006, 28.46593622100005 37.824315478000074, 28.50977893700008 38.501941672000044))"
Balıkesir,Balikesir,TR,"POLYGON ((28.226322715000038 40.46983697700006, 28.75814256900003 39.32804068000007, 28.426221584000075 38.804510521000054, 27.244330896000065 39.32599628500003, 27.087029849000032 39.71501115400008, 27.24635540400004 40.19201586600008, 28.226322715000038 40.46983697700006))"
Paphos,Paphos,CY,"POLYGON ((32.05215631800007 36.21920363900006, 32.16264513600004 36.18310203400006, 32.78935771100004 35.18210695100004, 32.50429602200006 33.01896749200006, 31.155980933000023 33.26249361300006, 29.73639551100007 34.13798908800004, 29.86226328400005 34.45166372700004, 32.05215631800007 36.21920363900006))"
Kyrenia,,-99,"POLYGON ((33.72514905000003 36.28245618100004, 33.92806843300008 36.10528009600006, 33.67032738200004 35.31399355100007, 32.869861800000024 35.14502399300005, 32.78935771100004 35.18210695100004, 32.16264513600004 36.18310203400006, 33.72514905000003 36.28245618100004))"
Antalya,Antalya,TR,"POLYGON ((31.51964259600004 37.504764039000065, 32.00439008200004 36.63124456700007, 32.05215631800007 36.21920363900006, 29.86226328400005 34.45166372700004, 29.47813125700003 36.57235207800005, 29.642920857000036 36.87556416800004, 30.500780880000036 37.30792012300003, 31.51964259600004 37.504764039000065))"
Isparta,Isparta,TR,"POLYGON ((30.293814586000053 38.26521721100005, 31.47988809900005 38.24096059500005, 31.51964259600004 37.504764039000065, 30.500780880000036 37.30792012300003, 30.293814586000053 38.26521721100005))"
Ereğli,Konya,TR,"POLYGON ((33.423232978000044 38.37434183100004, 33.93599164500006 38.33693017200005, 33.938049110000065 38.33569255700007, 34.60986895000008 37.41699362300005, 34.53870922400006 37.316387735000035, 33.856952009000054 36.767789539000034, 33.35185062900007 38.06912489200005, 33.423232978000044 38.37434183100004))"
Polatlı,Ankara,TR,"POLYGON ((32.232378152000024 40.327271436000046, 32.93907214200004 38.85001594800008, 31.643896179000023 38.60162442800004, 31.286111609000045 39.28701322100005, 31.368854869000074 39.92170269500008, 32.232378152000024 40.327271436000046))"
Rashid,Kafr ash Shaykh,EG,"POLYGON ((29.73639551100007 34.13798908800004, 31.155980933000023 33.26249361300006, 31.12054545700005 31.995606639000073, 30.67492066400007 31.303205328000047, 30.23659582500005 31.217673139000055, 28.94051756600004 33.40802867900004, 28.864127379000024 33.75840290300005, 29.73639551100007 34.13798908800004))"
Nicosia,,CY,"POLYGON ((33.67032738200004 35.31399355100007, 33.66337975600004 35.216683689000035, 33.31623746200006 34.84216563100006, 32.869861800000024 35.14502399300005, 33.67032738200004 35.31399355100007))"
Ammochostos,,-99,"POLYGON ((33.92806843300008 36.10528009600006, 34.76573921600004 35.770211783000036, 34.92572594600006 35.06467628000007, 34.87896785500004 34.687995830000034, 34.87633228200008 34.68081837100004, 34.460922535000066 34.16374904600008, 34.398482854000065 34.107034526000064, 33.66337975600004 35.216683689000035, 33.67032738200004 35.31399355100007, 33.92806843300008 36.10528009600006))"
Tartus,Tartus,SY,"POLYGON ((36.22674781200004 35.27631729600006, 36.329699953000045 34.949531371000035, 36.27193296200005 34.63826566400007, 34.87896785500004 34.687995830000034, 34.92572594600006 35.06467628000007, 36.22674781200004 35.27631729600006))"
Hatay,Hatay,TR,"POLYGON ((36.258870631000036 36.38911694700005, 36.534325066000065 36.34975469400007, 36.23201720600008 35.83529093800007, 36.04272603000004 36.14722207300008, 36.258870631000036 36.38911694700005))"
Antioch,Hatay,TR,"POLYGON ((35.849435948000064 36.45205514200006, 36.258870631000036 36.38911694700005, 36.04272603000004 36.14722207300008, 35.849435948000064 36.45205514200006))"
Kahramanmaraş,K. Maras,TR,"POLYGON ((36.62019589300007 38.69328308400003, 37.242672421000066 38.66705721400007, 37.56386300300005 38.09473970700003, 37.610256409000044 37.708646130000034, 36.92330547100005 37.14371806300005, 36.58220464000004 37.07662535500003, 36.072905107000054 37.459989980000046, 35.93939687900007 37.812758633000044, 36.62019589300007 38.69328308400003))"
Karaman,Karaman,TR,"POLYGON ((33.35185062900007 38.06912489200005, 33.856952009000054 36.767789539000034, 33.72514905000003 36.28245618100004, 32.16264513600004 36.18310203400006, 32.05215631800007 36.21920363900006, 32.00439008200004 36.63124456700007, 33.35185062900007 38.06912489200005))"
Al Ladhiqiyah,Lattakia (Al Ladhiqiyah),SY,"POLYGON ((35.05921605000003 36.04039222000006, 36.205345618000024 35.73587297300003, 36.31602597300008 35.49399497500008, 36.22674781200004 35.27631729600006, 34.92572594600006 35.06467628000007, 34.76573921600004 35.770211783000036, 35.05921605000003 36.04039222000006))"
Icel,Mersin,TR,"POLYGON ((34.53870922400006 37.316387735000035, 35.09647541500004 36.11204365100008, 35.05921605000003 36.04039222000006, 34.76573921600004 35.770211783000036, 33.92806843300008 36.10528009600006, 33.72514905000003 36.28245618100004, 33.856952009000054 36.767789539000034, 34.53870922400006 37.316387735000035))"
Niğde,Nigde,TR,"POLYGON ((33.938049110000065 38.33569255700007, 35.16503306000004 38.278893622000055, 35.57557021200006 37.848308736000035, 35.01017285000006 37.48751921600007, 34.60986895000008 37.41699362300005, 33.938049110000065 38.33569255700007))"
Adana,Adana,TR,"POLYGON ((35.57557021200006 37.848308736000035, 35.93939687900007 37.812758633000044, 36.072905107000054 37.459989980000046, 35.634798244000024 36.56171390700007, 35.21663966500006 36.26960101000003, 35.01017285000006 37.48751921600007, 35.57557021200006 37.848308736000035))"
Samandagi,Hatay,TR,"POLYGON ((35.634798244000024 36.56171390700007, 35.849435948000064 36.45205514200006, 36.04272603000004 36.14722207300008, 36.23201720600008 35.83529093800007, 36.205345618000024 35.73587297300003, 35.05921605000003 36.04039222000006, 35.09647541500004 36.11204365100008, 35.21663966500006 36.26960101000003, 35.634798244000024 36.56171390700007))"
Nevşehir,Nevsehir,TR,"POLYGON ((34.76446623100003 39.22138455500004, 35.031463476000056 39.20103564900006, 35.16503306000004 38.278893622000055, 33.938049110000065 38.33569255700007, 33.93599164500006 38.33693017200005, 34.76446623100003 39.22138455500004))"
Tarsus,Mersin,TR,"POLYGON ((35.01017285000006 37.48751921600007, 35.21663966500006 36.26960101000003, 35.09647541500004 36.11204365100008, 34.53870922400006 37.316387735000035, 34.60986895000008 37.41699362300005, 35.01017285000006 37.48751921600007))"
Kırşehir,Kirsehir,TR,"POLYGON ((34.17128900700004 39.786478791000036, 34.76446623100003 39.22138455500004, 33.93599164500006 38.33693017200005, 33.423232978000044 38.37434183100004, 33.095531221000044 38.81300455100006, 34.17128900700004 39.786478791000036))"
Izaz,Aleppo (Halab),SY,"POLYGON ((36.60374468300006 36.93045680300003, 37.355822604000025 36.49669062100003, 36.78088823200005 36.294902609000076, 36.608800529000064 36.40258897900003, 36.60374468300006 36.93045680300003))"
Sakarya,Sakarya,TR,"POLYGON ((30.167706777000035 40.89150611200006, 30.997160189000056 40.517308521000075, 30.992979425000044 40.351448563000076, 30.455800149000027 40.27960187800005, 30.159497859000055 40.479970611000056, 30.167706777000035 40.89150611200006))"
Kütahya,Kütahya,TR,"POLYGON ((29.506931954000038 39.817643548000035, 30.12676379000004 39.77264190500006, 30.440437517000078 39.27078123300004, 29.977170452000053 38.84183554300006, 29.14335294800003 39.41676357800003, 29.506931954000038 39.817643548000035))"
